,,cap_h,cap_h,cap_h,raw_proc_pct,raw_proc_pct,raw_proc_pct,search_s,search_s,search_s,sale_bonus_pct,sale_bonus_pct,sale_bonus_pct
71,ROGUE,8.628691,8.555201,8.717545,22.128958,21.956667,22.283333,4.301667,4.253333,4.38,4.266667,3.333333,5.2
71,WARRIOR,9.158937,9.061784,9.241213,22.266667,21.965,22.61,4.786667,4.766667,4.806667,4.35,3.333333,5.066667
72,CLERIC,8.655883,8.590198,8.732666,25.066667,24.86,25.401667,4.769167,4.713333,4.82,4.283333,2.533333,5.733333
72,MAGE,8.655177,8.589474,8.73198,25.066667,24.86,25.401667,4.769167,4.713333,4.82,4.283333,2.533333,5.733333
72,PALADIN,8.631873,8.570213,8.690193,22.343958,22.035,22.695,4.783333,4.76,4.8,14.066667,12.933333,15.466667
72,RANGER,8.652942,8.599226,8.733351,23.7475,23.406667,24.096667,4.308333,4.226667,4.36,4.333333,2.533333,5.733333
72,ROGUE,8.643549,8.567657,8.734036,22.194167,22.018333,22.351667,4.288333,4.233333,4.366667,4.316667,3.333333,5.2
72,WARRIOR,9.192998,9.096012,9.278032,22.337292,22.028333,22.688333,4.783333,4.76,4.8,4.45,3.6,5.2
73,CLERIC,8.670902,8.604266,8.748732,25.252292,25.04,25.595,4.768333,4.713333,4.813333,4.383333,2.666667,5.733333
73,MAGE,8.670201,8.603547,8.74805,25.252292,25.04,25.595,4.768333,4.713333,4.813333,4.383333,2.666667,5.733333
73,PALADIN,8.64667,8.584764,8.703383,22.411875,22.095,22.773333,4.78,4.753333,4.793333,14.283333,13.2,15.866667
73,RANGER,8.667943,8.614317,8.749414,23.876042,23.528333,24.23,4.301667,4.213333,4.346667,4.416667,2.666667,5.733333
73,ROGUE,8.658451,8.580408,8.751117,22.259167,22.076667,22.421667,4.278333,4.213333,4.36,4.333333,3.333333,5.2
73,WARRIOR,9.227336,9.129667,9.314884,22.405208,22.088333,22.766667,4.78,4.753333,4.793333,4.533333,3.6,5.333333
74,CLERIC,8.685981,8.620399,8.763695,25.442083,25.231667,25.79,4.764167,4.706667,4.8,4.433333,2.666667,5.866667
74,MAGE,8.685283,8.619684,8.763016,25.442083,25.231667,25.79,4.764167,4.706667,4.8,4.433333,2.666667,5.866667
74,PALADIN,8.661462,8.598144,8.716856,22.482708,22.156667,22.855,4.776667,4.746667,4.793333,14.6,13.6,16.133333
74,RANGER,8.682907,8.629316,8.764373,24.007917,23.65,24.366667,4.289167,4.2,4.326667,4.45,2.666667,5.866667
74,ROGUE,8.67313,8.592367,8.769795,22.327292,22.141667,22.496667,4.265833,4.186667,4.346667,4.416667,3.466667,5.2
74,WARRIOR,9.261958,9.162768,9.353538,22.476042,22.15,22.848333,4.776667,4.746667,4.793333,4.6,3.733333,5.333333
75,CLERIC,8.701752,8.636427,8.78061,25.631667,25.425,25.986667,4.76,4.7,4.8,4.533333,2.666667,6.0
75,MAGE,8.701059,8.635716,8.779935,25.631667,25.425,25.986667,4.76,4.7,4.8,4.533333,2.666667,6.0
75,PALADIN,8.676262,8.612166,8.731294,22.55375,22.216667,22.933333,4.774167,4.746667,4.786667,14.8,14.0,16.133333
75,RANGER,8.698822,8.644934,8.781285,24.139583,23.77,24.501667,4.276667,4.186667,4.32,4.516667,2.666667,6.0
75,ROGUE,8.688438,8.607142,8.788024,22.392917,22.201667,22.556667,4.250833,4.186667,4.34,4.466667,3.466667,5.2
75,WARRIOR,9.29698,9.197454,9.391918,22.547083,22.21,22.926667,4.774167,4.746667,4.786667,4.666667,3.866667,5.333333
76,CLERIC,8.717645,8.652001,8.797098,25.82625,25.626667,26.191667,4.76,4.7,4.8,4.616667,2.666667,6.266667
76,MAGE,8.716955,8.651296,8.796427,25.82625,25.626667,26.191667,4.76,4.7,4.8,4.616667,2.666667,6.266667
76,PALADIN,8.691514,8.626822,8.746345,22.625208,22.281667,23.011667,4.77,4.74,4.786667,15.033333,14.133333,16.4
76,RANGER,8.714866,8.660809,8.797769,24.275,23.893333,24.645,4.264167,4.173333,4.313333,4.566667,2.666667,6.266667
76,ROGUE,8.703353,8.620399,8.806147,22.46,22.265,22.62,4.236667,4.173333,4.32,4.566667,3.6,5.333333
76,WARRIOR,9.332507,9.232492,9.429165,22.618542,22.275,23.005,4.77,4.74,4.786667,4.75,4.0,5.333333
77,CLERIC,8.733838,8.668185,8.814169,26.025208,25.825,26.405,4.7575,4.693333,4.8,4.716667,2.933333,6.266667
77,MAGE,8.733153,8.667484,8.813502,26.025208,25.825,26.405,4.7575,4.693333,4.8,4.716667,2.933333,6.266667
77,PALADIN,8.706723,8.640329,8.762338,22.696875,22.341667,23.093333,4.7675,4.726667,4.786667,15.3,14.133333,16.666667
77,RANGER,8.731162,8.67694,8.814837,24.412083,24.02,24.793333,4.250833,4.146667,4.293333,4.666667,2.933333,6.266667
77,ROGUE,8.718613,8.633229,8.824835,22.528333,22.326667,22.691667,4.223333,4.153333,4.32,4.683333,3.733333,5.466667
77,WARRIOR,9.368127,9.266087,9.467035,22.690208,22.335,23.086667,4.7675,4.726667,4.786667,4.816667,4.133333,5.466667
78,CLERIC,8.750197,8.684272,8.831484,26.227292,26.023333,26.62,4.754167,4.693333,4.793333,4.8,3.066667,6.4
78,MAGE,8.749515,8.683574,8.830819,26.227292,26.023333,26.62,4.754167,4.693333,4.793333,4.8,3.066667,6.4
78,PALADIN,8.721244,8.65306,8.780273,22.773958,22.406667,23.18,4.765,4.726667,4.786667,15.633333,14.4,17.2
78,RANGER,8.747664,8.692627,8.832148,24.550833,24.151667,24.941667,4.235833,4.14,4.28,4.8,3.066667,6.4
78,ROGUE,8.73397,8.645995,8.842425,22.596042,22.393333,22.766667,4.210833,4.133333,4.3,4.7,3.733333,5.466667
78,WARRIOR,9.403627,9.299759,9.504663,22.767292,22.4,23.173333,4.765,4.726667,4.786667,4.9,4.133333,5.466667
79,CLERIC,8.766675,8.699918,8.849039,26.433125,26.226667,26.836667,4.750833,4.686667,4.793333,4.9,3.2,6.4
79,MAGE,8.765996,8.699224,8.848378,26.433125,26.226667,26.836667,4.750833,4.686667,4.793333,4.9,3.2,6.4
79,PALADIN,8.736291,8.667835,8.797769,22.849375,22.473333,23.263333,4.7625,4.713333,4.786667,15.9,14.8,17.333333
79,RANGER,8.763989,8.707881,8.849699,24.691458,24.288333,25.088333,4.2225,4.12,4.273333,4.883333,3.2,6.4
79,ROGUE,8.749597,8.660106,8.859594,22.663958,22.458333,22.84,4.195833,4.126667,4.286667,4.8,3.866667,5.466667
79,WARRIOR,9.439911,9.331442,9.544902,22.842708,22.466667,23.256667,4.7625,4.713333,4.786667,5.0,4.266667,5.466667
80,CLERIC,8.783284,8.717545,8.866832,26.639583,26.433333,27.051667,4.7475,4.686667,4.793333,4.95,3.2,6.533333
80,MAGE,8.782609,8.716856,8.866175,26.639583,26.433333,27.051667,4.7475,4.686667,4.793333,4.95,3.2,6.533333
80,PALADIN,8.75169,8.682179,8.817506,22.925,22.538333,23.351667,4.759167,4.713333,4.78,16.166667,14.8,17.6
80,RANGER,8.780399,8.724084,8.867489,24.833333,24.425,25.231667,4.2075,4.12,4.26,4.966667,3.2,6.533333
80,ROGUE,8.76527,8.674841,8.877006,22.733542,22.525,22.916667,4.181667,4.113333,4.266667,4.9,3.866667,5.6
80,WARRIOR,9.47658,9.364405,9.584032,22.918333,22.531667,23.345,4.759167,4.713333,4.78,5.066667,4.266667,5.6
81,CLERIC,8.800011,8.734036,8.885188,26.850208,26.63,27.271667,4.746667,4.686667,4.793333,5.016667,3.2,6.666667
81,MAGE,8.79934,8.733351,8.884535,26.850208,26.63,27.271667,4.746667,4.686667,4.793333,5.016667,3.2,6.666667
81,PALADIN,8.767178,8.697143,8.835466,23.000208,22.61,23.438333,4.755,4.713333,4.78,16.45,15.2,18.0
81,RANGER,8.797267,8.740539,8.885842,24.976875,24.566667,25.381667,4.194167,4.106667,4.24,5.016667,3.2,6.666667
81,ROGUE,8.781155,8.689845,8.894983,22.804375,22.586667,22.995,4.1675,4.093333,4.26,4.966667,4.0,5.733333
81,WARRIOR,9.513598,9.396879,9.622922,22.993542,22.603333,23.431667,4.755,4.713333,4.78,5.15,4.266667,5.866667
82,CLERIC,8.816619,8.750777,8.901824,27.067708,26.835,27.496667,4.741667,4.68,4.786667,5.066667,3.466667,6.666667
82,MAGE,8.815952,8.750095,8.901173,27.067708,26.835,27.496667,4.741667,4.68,4.786667,5.066667,3.466667,6.666667
82,PALADIN,8.782754,8.711336,8.853331,23.076042,22.675,23.526667,4.7525,4.706667,4.78,16.766667,15.466667,18.4
82,RANGER,8.813843,8.757923,8.902474,25.12625,24.706667,25.533333,4.18,4.086667,4.233333,5.066667,3.466667,6.666667
82,ROGUE,8.796662,8.703729,8.912871,22.875208,22.65,23.075,4.156667,4.086667,4.253333,5.016667,4.0,5.733333
82,WARRIOR,9.550959,9.430035,9.66214,23.069375,22.668333,23.52,4.7525,4.706667,4.78,5.233333,4.266667,6.0
83,CLERIC,8.833178,8.767085,8.919354,27.29,27.05,27.726667,4.7375,4.673333,4.786667,5.116667,3.466667,6.666667
83,MAGE,8.832514,8.766408,8.918706,27.29,27.05,27.726667,4.7375,4.673333,4.786667,5.116667,3.466667,6.666667
83,PALADIN,8.798215,8.725115,8.872087,23.153542,22.738333,23.618333,4.75,4.7,4.78,17.016667,15.6,18.666667
83,RANGER,8.83054,8.775545,8.920002,25.277083,24.853333,25.688333,4.165833,4.08,4.226667,5.1,3.466667,6.666667
83,ROGUE,8.812382,8.718234,8.932286,22.947708,22.711667,23.16,4.136667,4.073333,4.233333,5.1,4.266667,5.733333
83,WARRIOR,9.58852,9.463576,9.701127,23.146875,22.731667,23.611667,4.75,4.7,4.78,5.3,4.266667,6.133333
84,CLERIC,8.849825,8.783982,8.937123,27.512708,27.263333,27.963333,4.735833,4.673333,4.786667,5.166667,3.466667,6.8
84,MAGE,8.849164,8.783308,8.936479,27.512708,27.263333,27.963333,4.735833,4.673333,4.786667,5.166667,3.466667,6.8
84,PALADIN,8.813735,8.739513,8.890089,23.234583,22.815,23.71,4.745833,4.693333,4.773333,17.25,16.0,18.933333
84,RANGER,8.847527,8.79374,8.937768,25.426875,24.995,25.85,4.153333,4.073333,4.213333,5.166667,3.466667,6.8
84,ROGUE,8.827907,8.734379,8.9516,23.021875,22.778333,23.248333,4.125833,4.066667,4.233333,5.183333,4.4,5.733333
84,WARRIOR,9.626428,9.498074,9.739892,23.227917,22.808333,23.703333,4.745833,4.693333,4.773333,5.4,4.266667,6.4
85,CLERIC,8.866184,8.800117,8.952884,27.73875,27.48,28.195,4.735,4.666667,4.786667,5.233333,3.6,6.933333
85,MAGE,8.865526,8.799447,8.952242,27.73875,27.48,28.195,4.735,4.666667,4.786667,5.233333,3.6,6.933333
85,PALADIN,8.828798,8.754182,8.907676,23.31375,22.883333,23.795,4.743333,4.693333,4.773333,17.616667,16.266667,19.2
85,RANGER,8.864266,8.809827,8.953526,25.579792,25.141667,26.005,4.144167,4.066667,4.193333,5.216667,3.6,6.933333
85,ROGUE,8.843564,8.74805,8.969858,23.095833,22.843333,23.336667,4.114167,4.053333,4.226667,5.3,4.533333,5.866667
85,WARRIOR,9.664181,9.531803,9.78009,23.307083,22.876667,23.788333,4.743333,4.693333,4.773333,5.55,4.4,6.4
86,CLERIC,8.882796,8.817173,8.969538,27.97,27.701667,28.43,4.7325,4.653333,4.786667,5.35,3.6,7.066667
86,MAGE,8.882141,8.816506,8.968899,27.97,27.701667,28.43,4.7325,4.653333,4.786667,5.35,3.6,7.066667
86,PALADIN,8.844246,8.768102,8.925825,23.394375,22.961667,23.883333,4.739167,4.693333,4.773333,17.8,16.4,19.466667
86,RANGER,8.881088,8.826831,8.970177,25.7375,25.3,26.165,4.129167,4.04,4.18,5.35,3.6,7.066667
86,ROGUE,8.859192,8.762677,8.98803,23.171667,22.908333,23.423333,4.099167,4.04,4.22,5.416667,4.666667,6.0
86,WARRIOR,9.702378,9.565915,9.820608,23.387708,22.955,23.876667,4.739167,4.693333,4.773333,5.566667,4.533333,6.4
87,CLERIC,8.899488,8.833808,8.986121,28.201458,27.92,28.675,4.73,4.646667,4.786667,5.4,3.6,7.2
87,MAGE,8.898836,8.833144,8.985485,28.201458,27.92,28.675,4.73,4.646667,4.786667,5.4,3.6,7.2
87,PALADIN,8.859953,8.782296,8.944851,23.47625,23.035,23.978333,4.734167,4.693333,4.766667,18.05,16.533333,19.6
87,RANGER,8.898032,8.843418,8.986757,25.892917,25.451667,26.33,4.119167,4.026667,4.173333,5.383333,3.6,7.2
87,ROGUE,8.874957,8.777572,9.006119,23.247708,22.973333,23.515,4.089167,4.026667,4.206667,5.466667,4.666667,6.0
87,WARRIOR,9.740951,9.600406,9.860631,23.469583,23.028333,23.971667,4.734167,4.693333,4.766667,5.633333,4.533333,6.4
88,CLERIC,8.91639,8.851681,9.003268,28.438542,28.145,28.918333,4.725833,4.64,4.786667,5.466667,3.733333,7.2
88,MAGE,8.915741,8.85102,9.002635,28.438542,28.145,28.918333,4.725833,4.64,4.786667,5.466667,3.733333,7.2
88,PALADIN,8.875748,8.796091,8.965061,23.558333,23.108333,24.068333,4.729167,4.686667,4.766667,18.3,16.8,19.733333
88,RANGER,8.915259,8.859594,9.003902,26.052917,25.598333,26.495,4.103333,4.013333,4.16,5.45,3.733333,7.2
88,ROGUE,8.890926,8.791724,9.025073,23.325,23.04,23.6,4.0725,4.006667,4.186667,5.533333,4.666667,6.266667
88,WARRIOR,9.780031,9.635273,9.90287,23.551667,23.101667,24.061667,4.729167,4.686667,4.766667,5.733333,4.666667,6.4
89,CLERIC,8.933084,8.868146,9.020974,28.68,28.38,29.168333,4.724167,4.64,4.786667,5.516667,3.866667,7.2
89,MAGE,8.932438,8.867489,9.020343,28.68,28.38,29.168333,4.724167,4.64,4.786667,5.516667,3.866667,7.2
89,PALADIN,8.891808,8.811163,8.984211,23.639375,23.181667,24.161667,4.725833,4.686667,4.766667,18.466667,16.8,20.0
89,RANGER,8.932443,8.874711,9.021605,26.213542,25.751667,26.661667,4.090833,4.0,4.153333,5.533333,3.866667,7.2
89,ROGUE,8.906455,8.805478,9.044881,23.405,23.108333,23.688333,4.0625,4.0,4.18,5.583333,4.666667,6.4
89,WARRIOR,9.819384,9.671629,9.944875,23.632708,23.175,24.155,4.725833,4.686667,4.766667,5.816667,4.666667,6.533333
90,CLERIC,8.956129,8.892374,9.044253,29.00375,28.691667,29.505,4.718333,4.633333,4.78,5.6,4.0,7.2
90,MAGE,8.955487,8.891721,9.043626,29.00375,28.691667,29.505,4.718333,4.633333,4.78,5.6,4.0,7.2
90,PALADIN,8.913024,8.830487,9.009917,23.750625,23.283333,24.28,4.721667,4.686667,4.76,18.766667,17.2,20.0
90,RANGER,8.955529,8.896613,9.044881,26.430208,25.956667,26.89,4.0775,4.0,4.133333,5.616667,4.0,7.2
90,ROGUE,8.928143,8.826166,9.071146,23.50875,23.193333,23.811667,4.046667,4.0,4.166667,5.716667,4.8,6.533333
90,WARRIOR,9.871851,9.718875,10.0,23.743958,23.276667,24.273333,4.721667,4.686667,4.76,5.866667,4.666667,6.666667
91,CLERIC,8.973172,8.9093,9.061784,29.251875,28.931667,29.765,4.714167,4.633333,4.766667,5.7,4.133333,7.333333
91,MAGE,8.972533,8.908651,9.06116,29.251875,28.931667,29.765,4.714167,4.633333,4.766667,5.7,4.133333,7.333333
91,PALADIN,8.928919,8.845072,9.028853,23.834375,23.36,24.373333,4.715833,4.686667,4.76,18.983333,17.466667,20.0
91,RANGER,8.972694,8.912871,9.062409,26.597083,26.118333,27.065,4.0625,4.0,4.113333,5.733333,4.133333,7.333333
91,ROGUE,8.94401,8.842425,9.089809,23.59125,23.258333,23.915,4.04,4.0,4.153333,5.75,4.933333,6.533333
91,WARRIOR,9.901951,9.755613,10.0,23.827708,23.353333,24.366667,4.715833,4.686667,4.76,5.916667,4.666667,6.8
92,CLERIC,8.990455,8.927765,9.079554,29.4975,29.171667,30.0,4.711667,4.626667,4.76,5.75,4.133333,7.333333
92,MAGE,8.989819,8.927118,9.078932,29.4975,29.171667,30.0,4.711667,4.626667,4.76,5.75,4.133333,7.333333
92,PALADIN,8.944829,8.860253,9.04833,23.917708,23.435,24.461667,4.713333,4.68,4.76,19.183333,17.733333,20.0
92,RANGER,8.989858,8.929057,9.080177,26.765208,26.275,27.243333,4.05,4.0,4.093333,5.766667,4.133333,7.333333
92,ROGUE,8.960454,8.858276,9.108392,23.672708,23.326667,24.016667,4.034167,4.0,4.146667,5.783333,5.066667,6.533333
92,WARRIOR,9.931604,9.793256,10.0,23.911042,23.428333,24.455,4.713333,4.68,4.76,6.016667,4.8,6.933333
93,CLERIC,9.00782,8.944851,9.097871,29.719167,29.418333,30.0,4.709167,4.62,4.76,5.783333,4.133333,7.333333
93,MAGE,9.007187,8.944208,9.097252,29.719167,29.418333,30.0,4.709167,4.62,4.76,5.783333,4.133333,7.333333
93,PALADIN,8.960641,8.875367,9.066156,24.00625,23.515,24.563333,4.71,4.673333,4.753333,19.366667,18.133333,20.0
93,RANGER,9.007183,8.945494,9.098491,26.934583,26.433333,27.416667,4.040833,4.0,4.08,5.816667,4.133333,7.333333
93,ROGUE,8.9769,8.873071,9.127205,23.755208,23.401667,24.11,4.026667,4.0,4.12,5.883333,5.066667,6.933333
93,WARRIOR,9.955248,9.830157,10.0,23.999583,23.508333,24.556667,4.71,4.673333,4.753333,6.083333,4.8,6.933333
94,CLERIC,9.024955,8.960579,9.115804,29.914375,29.665,30.0,4.706667,4.613333,4.753333,5.85,4.266667,7.466667
94,MAGE,9.024324,8.959939,9.115186,29.914375,29.665,30.0,4.706667,4.613333,4.753333,5.85,4.266667,7.466667
94,PALADIN,8.97694,8.891069,9.083597,24.09375,23.595,24.661667,4.705,4.666667,4.74,19.466667,18.266667,20.0
94,RANGER,9.024397,8.96122,9.116421,27.107917,26.6,27.591667,4.0325,4.0,4.073333,5.85,4.266667,7.466667
94,ROGUE,8.993358,8.887803,9.14686,23.840625,23.473333,24.21,4.020833,4.0,4.1,5.933333,5.2,6.933333
94,WARRIOR,9.97429,9.86823,10.0,24.087083,23.588333,24.655,4.705,4.666667,4.74,6.133333,4.8,6.933333
95,CLERIC,9.042487,8.976881,9.134279,29.989792,29.918333,30.0,4.705833,4.613333,4.753333,5.933333,4.266667,7.733333
95,MAGE,9.041859,8.976243,9.133664,29.989792,29.918333,30.0,4.705833,4.613333,4.753333,5.933333,4.266667,7.733333
95,PALADIN,8.993364,8.906377,9.102516,24.180625,23.673333,24.76,4.7025,4.666667,4.733333,19.616667,18.4,20.0
95,RANGER,9.04185,8.977519,9.134893,27.28125,26.766667,27.77,4.025,4.0,4.06,5.966667,4.266667,7.733333
95,ROGUE,9.009789,8.9028,9.16521,23.923542,23.54,24.308333,4.018333,4.0,4.086667,6.033333,5.333333,7.066667
95,WARRIOR,9.984456,9.905299,10.0,24.173958,23.666667,24.753333,4.7025,4.666667,4.733333,6.2,4.8,6.933333
96,CLERIC,9.065599,8.999147,9.159101,30.0,30.0,30.0,4.700833,4.613333,4.746667,6.0,4.266667,7.733333
96,MAGE,9.064975,8.998513,9.15849,30.0,30.0,30.0,4.700833,4.613333,4.746667,6.0,4.266667,7.733333
96,PALADIN,9.01569,8.928088,9.127821,24.295417,23.775,24.885,4.698333,4.653333,4.726667,19.7,18.8,20.0
96,RANGER,9.064929,8.999781,9.159713,27.518125,26.998333,28.013333,4.015833,4.0,4.04,6.0,4.266667,7.733333
96,ROGUE,9.032637,8.923885,9.191994,24.036042,23.638333,24.443333,4.015833,4.0,4.08,6.133333,5.333333,7.2
96,WARRIOR,9.994418,9.955341,10.0,24.28875,23.768333,24.878333,4.698333,4.653333,4.726667,6.266667,4.8,7.066667
97,CLERIC,9.082811,9.016239,9.176794,30.0,30.0,30.0,4.695833,4.613333,4.74,6.083333,4.266667,7.866667
97,MAGE,9.082188,9.015607,9.176185,30.0,30.0,30.0,4.695833,4.613333,4.74,6.083333,4.266667,7.866667
97,PALADIN,9.032117,8.943886,9.14686,24.383125,23.851667,24.986667,4.6975,4.653333,4.726667,19.783333,18.933333,20.0
97,RANGER,9.082257,9.016871,9.177403,27.69875,27.176667,28.2,4.011667,4.0,4.033333,6.1,4.266667,7.866667
97,ROGUE,9.049389,8.940667,9.211378,24.124167,23.711667,24.543333,4.010833,4.0,4.046667,6.233333,5.466667,7.333333
97,WARRIOR,9.999266,9.994131,10.0,24.376458,23.845,24.98,4.6975,4.653333,4.726667,6.35,4.8,7.066667
98,CLERIC,9.100645,9.033259,9.195634,30.0,30.0,30.0,4.693333,4.606667,4.733333,6.2,4.4,7.866667
98,MAGE,9.100026,9.03263,9.195028,30.0,30.0,30.0,4.693333,4.606667,4.733333,6.2,4.4,7.866667
98,PALADIN,9.048867,8.959939,9.16582,24.472083,23.928333,25.086667,4.695833,4.653333,4.72,19.866667,19.066667,20.0
98,RANGER,9.100209,9.033888,9.196241,27.881458,27.358333,28.39,4.0025,4.0,4.013333,6.2,4.4,7.866667
98,ROGUE,9.065982,8.956413,9.23189,24.212292,23.788333,24.651667,4.005833,4.0,4.026667,6.316667,5.466667,7.466667
98,WARRIOR,10.0,10.0,10.0,24.465417,23.921667,25.08,4.695833,4.653333,4.72,6.416667,4.8,7.333333
99,CLERIC,9.118259,9.051463,9.214098,30.0,30.0,30.0,4.689167,4.6,4.733333,6.233333,4.4,7.866667
99,MAGE,9.117642,9.050836,9.213494,30.0,30.0,30.0,4.689167,4.6,4.733333,6.233333,4.4,7.866667
99,PALADIN,9.06564,8.976881,9.183792,24.564583,24.013333,25.19,4.693333,4.646667,4.72,19.9,19.2,20.0
99,RANGER,9.11782,9.052089,9.214702,28.065,27.536667,28.581667,4.0,4.0,4.0,6.233333,4.4,7.866667
99,ROGUE,9.082516,8.972094,9.251717,24.301667,23.87,24.763333,4.0025,4.0,4.02,6.366667,5.6,7.466667
99,WARRIOR,10.0,10.0,10.0,24.557917,24.006667,25.183333,4.693333,4.646667,4.72,6.466667,4.8,7.333333
100,CLERIC,9.13588,9.069276,9.231589,30.0,30.0,30.0,4.685833,4.6,4.733333,6.3,4.4,8.0
100,MAGE,9.135265,9.068652,9.230987,30.0,30.0,30.0,4.685833,4.6,4.733333,6.3,4.4,8.0
100,PALADIN,9.082381,8.993751,9.20321,24.655833,24.091667,25.288333,4.689167,4.64,4.72,19.9,19.2,20.0
100,RANGER,9.135711,9.069899,9.232191,28.248958,27.721667,28.768333,4.0,4.0,4.0,6.266667,4.4,8.0
100,ROGUE,9.099265,8.987712,9.27057,24.392083,23.95,24.866667,4.000833,4.0,4.006667,6.4,5.6,7.466667
100,WARRIOR,10.0,10.0,10.0,24.649167,24.085,25.281667,4.689167,4.64,4.72,6.533333,4.8,7.466667
