catalogId|class|level|candidate|name|branchKey|action|flow|impactStyle|path|growthBand|tierVariant|primaryResolverKey|choreographyKey|identitySchema|identityId|grammarId|growthStage|hitBand|perceptualSignature|roleGrammar|element|hitWeights|hitTimings|presentationHitTimings|presentationGroups|primaryAsset|primaryAssets|secondaryAsset|impactAssets|debrisAssets|residualAsset|finisherRingAsset|finisherEchoAsset|legacyRecipe|normalRoleCount|normalPeakConcurrent|minimumPeakConcurrent|reducedMaxConcurrent
rogue_t15_c04|ROGUE|75|3|월광 철사|AUTHORED_CLASS:ROGUE:FOCUS|TRAP|OUTSIDE_IN|RING|FOCUS|3|2|rogue:c4:b4|rogue:c4:b4|2|v2:ae3ebaac934c6c63|G16_TRAP_OUTSIDE_IN|MID|DOUBLE|G16_TRAP_OUTSIDE_IN:MID:DOUBLE~ANTICIPATION:0:7:-6:0:1:33:33:-4:-1:2~PRIMARY:1:2:-4:0:1:33:33:-2:1:2~CONTACT:2:1:-1:0:0:33:33:0:-1:2~DEBRIS:0:2:5:1:1:34:33:0:1:2~RESIDUAL:1:0:3:-1:0:32:32:-2:1:2~FINISHER_RING:2:1:1:-1:0:32:33:-2:-1:2~FINISHER_ECHO:1:1:4:-1:0:32:33:-2:-1:2~WARRIOR_ACCENT:0:7:-3:0:1:33:33:-3:-1:2|ANTICIPATION,0,7,-40,0.92,-0.01,0.026,0.97499996,1.0,-20.0,-1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,1,2,-24,0.96000004,0.0,0.026,1.0,1.0,-8.0,1.0,1.0,,2,2,TARGET;CONTACT,2,1,-8,0.92,-0.01,0.008680001,0.97499996,0.97499996,-0.52000046,-1.0,0.96000004,,2,4,TARGET;DEBRIS,0,2,33,0.96000004,0.01,0.02132,1.025,1.0,-2.4799995,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,1,0,20,0.92,-0.02,0.003320001,0.95,0.95,-11.48,1.0,0.92,,2,1,GROUND;FINISHER_RING,2,1,8,1.0,-0.02,0.008680001,0.95,0.97499996,-9.52,-1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,1,1,24,0.92,-0.02,0.008680001,0.95,0.97499996,-9.52,-1.0,0.92,,2,7,ORBIT;WARRIOR_ACCENT,0,7,-20,1.08,0.0,0.02132,1.0,1.0,-14.48,-1.0,0.92,,2,3,TARGET|COSMIC|48,52|330,650|330,650|330:0:48;650:1:52|2131034483|2131034483,2131034484|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|2131034335||||5|4|3|1
rogue_t16_c04|ROGUE|80|3|검은 실 감옥|AUTHORED_CLASS:ROGUE:CROSS|TRAP|OUTSIDE_IN|RING|CROSS|3|3|rogue:c4:b4|rogue:c4:b4|2|v2:5332ac2eaa18f900|G16_TRAP_OUTSIDE_IN|MID|COMBO|G16_TRAP_OUTSIDE_IN:MID:COMBO~ANTICIPATION:2:5:-8:-1:0:32:32:-4:-1:3~PRIMARY:2:2:-2:0:1:33:33:-1:1:2~CONTACT:1:6:0:1:0:34:33:-3:1:2~DEBRIS:2:3:4:1:2:35:34:-2:-1:3~RESIDUAL:0:1:4:1:1:34:33:-3:-1:3~FINISHER_RING:0:1:6:1:0:35:33:-3:-1:3~FINISHER_ECHO:1:0:8:1:0:35:32:-4:1:2~WARRIOR_ACCENT:2:5:-4:0:0:33:32:0:-1:3|ANTICIPATION,2,5,-48,0.92,-0.02,0.008000001,0.95,0.95,-20.0,-1.0,0.92,,3,0,LEADING_EDGE;PRIMARY,2,2,-16,0.96000004,-0.01,0.026,0.97499996,1.0,-5.0,1.0,1.0,,2,2,TARGET;CONTACT,1,6,4,0.96000004,0.01,0.008680001,1.025,0.97499996,-15.52,1.0,0.96000004,,2,4,TARGET;DEBRIS,2,3,25,0.92,0.02,0.03032,1.05,1.025,-8.48,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,0,1,28,0.92,0.01,0.012320001,1.025,0.97499996,-17.48,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,0,1,36,1.08,0.02,0.008680001,1.05,0.97499996,-12.52,-1.0,0.92,,3,6,ORBIT;FINISHER_ECHO,1,0,52,1.0,0.02,-3.199987E-4,1.05,0.95,-18.52,1.0,1.0,,2,7,ORBIT;WARRIOR_ACCENT,2,5,-28,0.96000004,-0.01,0.003320001,0.97499996,0.95,-2.4799995,-1.0,1.0,,3,3,TARGET|PHYSICAL|28,32,40|140,420,780|140,420,780|140:0:28;420:1:32;780:2:40|2131034484|2131034483,2131034484|2131034340|2131034575,2131034575,2131034575|2131034548,2131034548,2131034548|2131034335||||5|4|3|1
rogue_t17_c05|ROGUE|85|4|왕의 숨통|AUTHORED_CLASS:ROGUE:RUPTURE|EXECUTE|TOP_TO_BOTTOM|POINT|RUPTURE|4|0|rogue:c5:b5|rogue:c5:b5|2|v2:feb8795f8aba95a3|G11_EXECUTE_TOP_TO_BOTTOM|HIGH|SINGLE|G11_EXECUTE_TOP_TO_BOTTOM:HIGH:SINGLE~ANTICIPATION:1:1:-9:1:-1:35:34:0:-1:1~PRIMARY:2:0:-4:2:-2:37:34:1:1:1~CONTACT:1:2:4:1:-1:37:35:0:1:1~DEBRIS:0:2:1:1:-1:36:35:2:1:1~RESIDUAL:2:0:1:0:-2:34:34:2:1:1~FINISHER_RING:1:7:4:1:-1:36:35:0:-1:1~FINISHER_ECHO:1:4:7:-1:0:34:37:-1:1:1~WARRIOR_ACCENT:2:0:-3:0:-2:34:34:2:1:1|ANTICIPATION,1,1,-54,1.0,0.014,-0.026999999,1.06,1.0335,0.0,-1.0,1.04,,1,0,LEADING_EDGE;PRIMARY,2,0,-24,1.04,0.034,-0.036,1.1129999,1.007,6.0,1.0,1.04,,1,2,TARGET;CONTACT,1,2,24,1.04,0.029520001,-0.012239999,1.1129999,1.06,-0.96000004,1.0,1.04,,1,4,TARGET;DEBRIS,0,2,10,0.92,0.02148,-0.01476,1.0864999,1.06,11.46,1.0,0.92,,1,5,TRAILING_EDGE;RESIDUAL,2,0,6,0.96000004,0.0014800001,-0.032759998,1.0335,1.007,11.46,1.0,1.0,,1,1,GROUND;FINISHER_RING,1,7,26,1.04,0.01952,-0.012239999,1.0864999,1.06,2.04,-1.0,1.04,,1,6,ORBIT;FINISHER_ECHO,1,4,46,0.92,-0.010479999,0.00576,1.007,1.1129999,-6.96,1.0,0.92,,1,7,ORBIT;WARRIOR_ACCENT,2,0,-20,0.96000004,0.0014800001,-0.032759998,1.0335,1.007,11.46,1.0,0.96000004,,1,3,TARGET|DARK|100|580|580|580:0:100|2131034462|2131034461,2131034462|2131034336|2131034539,2131034539,2131034539|2131034540,2131034540,2131034540|2131034331||2131034541||6|4|3|1
rogue_t18_c01|ROGUE|90|0|종말의 단검무|AUTHORED_CLASS:ROGUE:FOCUS|FLURRY|LEFT_TO_RIGHT|EDGE|FOCUS|4|1|rogue:c1:b5|rogue:c1:b5|2|v2:5c656e420ab2b5c|G12_FLURRY_LEFT_TO_RIGHT|HIGH|COMBO|G12_FLURRY_LEFT_TO_RIGHT:HIGH:COMBO~ANTICIPATION:2:0:1:1:0:35:34:4:1:2~PRIMARY:1:1:-2:1:0:35:34:2:-1:3~CONTACT:1:1:-3:0:0:34:34:3:-1:3~DEBRIS:0:5:4:2:0:37:34:1:-1:3~RESIDUAL:2:2:-1:2:0:37:35:1:1:2~FINISHER_RING:1:7:-1:0:0:34:35:2:-1:3~FINISHER_ECHO:0:7:6:0:0:34:35:3:-1:3~WARRIOR_ACCENT:2:5:-5:1:0:36:34:4:-1:3|ANTICIPATION,2,0,8,1.08,0.018,-0.007999999,1.06,1.007,18.0,1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,1,1,-12,0.92,0.018,0.0010000002,1.06,1.0335,9.0,-1.0,0.92,,3,2,TARGET;CONTACT,1,1,-20,0.96000004,0.0022399994,-0.0021999995,1.0335,1.0335,17.16,-1.0,1.0,,3,4,TARGET;DEBRIS,0,5,24,1.0,0.03476,-0.009799999,1.1129999,1.007,6.84,-1.0,1.04,,3,5,TRAILING_EDGE;RESIDUAL,2,2,-6,0.92,0.03476,0.0082,1.1129999,1.06,6.84,1.0,0.92,,2,1,GROUND;FINISHER_RING,1,7,-8,1.04,0.0022399994,0.0068,1.0335,1.06,11.16,-1.0,1.04,,3,6,ORBIT;FINISHER_ECHO,0,7,40,1.08,-0.0077600004,0.0068,1.007,1.06,14.16,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,2,5,-32,1.08,0.02476,-0.009799999,1.0864999,1.007,18.84,-1.0,0.92,,3,3,TARGET|PHYSICAL|20,22,25,33|260,450,600,720|260,450,600,720|260:0:20;450:1:22;600:2:25;720:3:33|2131034573|2131034573,2131034574|2131034337|2131034572,2131034572,2131034572|2131034537,2131034537,2131034537|2131034332||2131034538||6|4|3|2
rogue_t19_c02|ROGUE|95|1|그림자 세계 절단|AUTHORED_CLASS:ROGUE:CONVERGE|FLURRY|LEFT_TO_RIGHT|EDGE|CONVERGE|4|2|rogue:c2:b5|rogue:c2:b5|2|v2:b4a7dd181f12b888|G12_FLURRY_LEFT_TO_RIGHT|HIGH|COMBO|G12_FLURRY_LEFT_TO_RIGHT:HIGH:COMBO~ANTICIPATION:0:3:-3:0:1:34:36:3:-1:3~PRIMARY:1:0:2:0:0:34:34:1:1:2~CONTACT:0:0:0:1:-1:36:34:3:1:2~DEBRIS:1:1:2:2:0:37:34:3:-1:3~RESIDUAL:0:3:-1:0:1:34:36:3:-1:3~FINISHER_RING:1:3:3:1:1:35:36:3:-1:3~FINISHER_ECHO:1:7:4:1:0:35:35:0:-1:3~WARRIOR_ACCENT:0:5:0:1:0:35:34:0:-1:3|ANTICIPATION,0,3,-20,1.08,0.007999999,0.019,1.0335,1.0864999,15.0,-1.0,0.92,,3,0,LEADING_EDGE;PRIMARY,1,0,12,1.0,-0.0020000003,-0.007999999,1.007,1.007,6.0,1.0,1.0,,2,2,TARGET;CONTACT,0,0,4,1.0,0.022239998,-0.0112,1.0864999,1.007,17.16,1.0,1.04,,2,4,TARGET;DEBRIS,1,1,16,1.08,0.03476,-7.999996E-4,1.1129999,1.0335,12.84,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,0,3,-10,0.96000004,-0.00524,0.0172,1.007,1.0864999,15.84,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,1,3,20,1.04,0.012239999,0.0158,1.06,1.0864999,14.16,-1.0,1.04,,3,6,ORBIT;FINISHER_ECHO,1,7,28,1.04,0.012239999,0.0068,1.06,1.06,-0.84000015,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,0,5,0,0.96000004,0.01476,-0.009799999,1.06,1.007,0.84000015,-1.0,0.96000004,,3,3,TARGET|DARK|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034473|2131034473,2131034474|2131034339|2131034545,2131034545,2131034545|2131034546,2131034546,2131034546|2131034334||2131034547||6|4|3|1
rogue_t20_c05|ROGUE|100|4|죽음의 한 점|AUTHORED_CLASS:ROGUE:CONVERGE|EXECUTE|TOP_TO_BOTTOM|POINT|CONVERGE|4|3|rogue:c5:b5|rogue:c5:b5|2|v2:d1381b3e72538690|G11_EXECUTE_TOP_TO_BOTTOM|HIGH|SINGLE|G11_EXECUTE_TOP_TO_BOTTOM:HIGH:SINGLE~ANTICIPATION:2:6:-7:0:-1:34:34:2:1:1~PRIMARY:0:7:-6:0:-1:34:35:2:-1:1~CONTACT:2:7:-1:1:-1:36:35:0:-1:1~DEBRIS:2:1:5:0:-1:34:34:2:-1:1~RESIDUAL:0:0:4:2:-2:37:34:-1:1:1~FINISHER_RING:0:0:3:-1:-2:34:34:0:1:1~FINISHER_ECHO:1:3:9:1:0:37:36:0:-1:1~WARRIOR_ACCENT:0:1:-1:0:-1:34:34:-1:-1:1|ANTICIPATION,2,6,-46,0.92,-0.005999999,-0.026999999,1.007,1.0335,9.0,1.0,0.96000004,,1,0,LEADING_EDGE;PRIMARY,0,7,-40,1.08,-0.005999999,-0.018,1.007,1.06,9.0,-1.0,0.92,,1,2,TARGET;CONTACT,2,7,-8,1.04,0.01952,-0.012239999,1.0864999,1.06,2.04,-1.0,1.04,,1,4,TARGET;DEBRIS,2,1,30,1.0,0.0014800001,-0.023759998,1.0335,1.0335,11.46,-1.0,1.04,,1,5,TRAILING_EDGE;RESIDUAL,0,0,26,0.96000004,0.03148,-0.032759998,1.1129999,1.007,-6.54,1.0,1.0,,1,1,GROUND;FINISHER_RING,0,0,22,0.96000004,-0.010479999,-0.03024,1.007,1.007,2.04,1.0,0.96000004,,1,6,ORBIT;FINISHER_ECHO,1,3,54,1.04,0.029520001,-0.0032399995,1.1129999,1.0864999,-0.96000004,-1.0,1.04,,1,7,ORBIT;WARRIOR_ACCENT,0,1,-8,1.04,-0.00852,-0.023759998,1.007,1.0335,-3.54,-1.0,1.04,,1,3,TARGET|DARK|100|580|580|580:0:100|2131034461|2131034461,2131034462|2131034336|2131034539,2131034539,2131034539|2131034540,2131034540,2131034540|2131034331||2131034541||6|4|3|1
ranger_t01_c01|RANGER|5|0|정조준 사격|AUTHORED_CLASS:RANGER:RUPTURE|SHOT|OUTSIDE_IN|POINT|RUPTURE|0|0|ranger:c1:b1|ranger:c1:b1|2|v2:dc4daed8a67a6c46|G14_SHOT_OUTSIDE_IN|LOW|SINGLE|G14_SHOT_OUTSIDE_IN:LOW:SINGLE~ANTICIPATION:2:7:-1:2:0:33:31:-1:-1:1~PRIMARY:2:6:-4:2:-1:33:31:1:1:1~CONTACT:0:6:0:0:-1:30:31:-1:1:1~DEBRIS:0:3:-1:0:0:30:32:2:-1:1~RESIDUAL:2:3:3:0:0:30:32:1:-1:1~FINISHER_RING:0:1:2:0:-1:31:31:1:-1:1~FINISHER_ECHO:1:0:2:1:-1:31:30:2:1:1~WARRIOR_ACCENT:1:6:-2:1:-1:32:31:2:1:1|ANTICIPATION,2,7,-6,1.0,0.044,-0.006,0.9869999,0.94,-5.0,-1.0,1.0,,1,0,LEADING_EDGE;PRIMARY,2,6,-24,0.92,0.044,-0.015,0.9869999,0.9165,7.0,1.0,0.92,,1,2,TARGET;CONTACT,0,6,-4,1.0,-0.00368,-0.013079999,0.893,0.9165,-3.28,1.0,1.0,,1,4,TARGET;DEBRIS,0,3,-11,0.92,-3.199987E-4,0.0040799994,0.893,0.96349996,9.28,-1.0,0.96000004,,1,5,TRAILING_EDGE;RESIDUAL,2,3,18,1.04,-3.199987E-4,0.0040799994,0.893,0.96349996,3.28,-1.0,1.04,,1,1,GROUND;FINISHER_RING,0,1,14,1.04,0.0063199997,-0.013079999,0.9165,0.9165,5.7200003,-1.0,1.04,,1,6,ORBIT;FINISHER_ECHO,1,0,14,1.0,0.01632,-0.022079999,0.94,0.893,8.72,1.0,1.0,,1,7,ORBIT;WARRIOR_ACCENT,1,6,-12,1.04,0.02968,-0.01392,0.96349996,0.9165,12.28,1.0,1.04,,1,3,TARGET|PHYSICAL|100|500|500|500:0:100|2131034446|2131034445,2131034446|2131034569|2131034570,2131034570,2131034570|2131034571,2131034571,2131034571|||||4|3|3|1
ranger_t02_c02|RANGER|10|1|연속 사격|AUTHORED_CLASS:RANGER:CROSS|VOLLEY|OUTSIDE_IN|POINT|CROSS|0|1|ranger:c2:b1|ranger:c2:b1|2|v2:83f952dce43ed3c3|G17_VOLLEY_OUTSIDE_IN|LOW|COMBO|G17_VOLLEY_OUTSIDE_IN:LOW:COMBO~ANTICIPATION:1:3:0:1:0:31:32:3:-1:3~PRIMARY:0:7:-2:2:-1:32:31:3:-1:3~CONTACT:1:5:0:0:-1:30:30:2:-1:3~DEBRIS:1:5:1:2:-1:33:30:1:-1:3~RESIDUAL:0:1:4:1:-1:31:31:-1:-1:3~FINISHER_RING:2:1:0:0:-1:30:31:-1:-1:3~FINISHER_ECHO:0:4:2:1:0:32:33:3:1:2~WARRIOR_ACCENT:2:5:0:0:-1:30:30:-1:-1:3|ANTICIPATION,1,3,-2,1.04,0.022,-0.0030000005,0.94,0.96349996,13.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,0,7,-12,0.92,0.031999998,-0.012,0.96349996,0.94,16.0,-1.0,0.96000004,,3,2,TARGET;CONTACT,1,5,4,1.04,-0.0050399993,-0.026159998,0.893,0.893,10.76,-1.0,1.04,,3,4,TARGET;DEBRIS,1,5,9,1.08,0.038039997,-0.02784,0.9869999,0.893,2.7399998,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,0,1,24,0.96000004,0.01804,-0.01884,0.94,0.9165,-3.2600002,-1.0,1.0,,3,1,GROUND;FINISHER_RING,2,1,5,0.92,-0.0050399993,-0.017159998,0.893,0.9165,-4.24,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,0,4,17,0.96000004,0.02496,0.0098399995,0.96349996,0.9869999,13.76,1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,2,5,-4,1.08,-0.00196,-0.02784,0.893,0.893,-3.2600002,-1.0,0.92,,3,3,TARGET|WIND|28,32,40|260,470,650|260,470,650|260:0:28;470:1:32;650:2:40|2131034452|2131034451,2131034452|2131034186|2131034187,2131034187,2131034187|2131034188,2131034188,2131034188|||||4|3|3|2
ranger_t03_c04|RANGER|15|3|올가미 화살|AUTHORED_CLASS:RANGER:FOCUS|TRAP|OUTSIDE_IN|RING|FOCUS|0|2|ranger:c4:b1|ranger:c4:b1|2|v2:62ea3288b7670a16|G16_TRAP_OUTSIDE_IN|LOW|DOUBLE|G16_TRAP_OUTSIDE_IN:LOW:DOUBLE~ANTICIPATION:0:2:-6:0:1:31:31:-4:1:2~PRIMARY:1:4:-4:1:2:32:33:-4:1:2~CONTACT:0:1:4:1:0:33:31:-1:-1:2~DEBRIS:0:2:1:1:1:32:31:0:1:2~RESIDUAL:1:5:4:-1:0:30:30:-2:-1:2~FINISHER_RING:0:2:4:0:1:31:31:-3:1:2~FINISHER_ECHO:1:0:4:0:0:31:30:-1:1:2~WARRIOR_ACCENT:1:5:-6:0:0:31:30:-3:-1:2|ANTICIPATION,0,2,-36,1.0,-0.01,0.026,0.9165,0.94,-20.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,4,-24,1.08,0.01,0.044,0.96349996,0.9869999,-20.0,1.0,0.92,,2,2,TARGET;CONTACT,0,1,24,0.92,0.02,0.008680001,0.9869999,0.9165,-6.5200005,-1.0,0.96000004,,2,4,TARGET;DEBRIS,0,2,9,1.0,0.01,0.02132,0.96349996,0.94,-2.4799995,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,1,5,24,1.04,-0.02,0.003320001,0.893,0.893,-11.48,-1.0,1.04,,2,1,GROUND;FINISHER_RING,0,2,24,0.92,-0.01,0.01768,0.9165,0.94,-15.52,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,1,0,24,1.0,-0.01,-3.199987E-4,0.9165,0.893,-6.5200005,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,1,5,-40,0.96000004,0.0,0.003320001,0.94,0.893,-14.48,-1.0,1.0,,2,3,TARGET|EARTH|48,52|240,680|240,680|240:0:48;680:1:52|2131034433|2131034433,2131034434|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|||||4|3|3|1
ranger_t04_c03|RANGER|20|2|회오리 화살|AUTHORED_CLASS:RANGER:FOCUS|SPIN|CLOCKWISE|RING|FOCUS|0|3|ranger:c3:b1|ranger:c3:b1|2|v2:7b031282a1a31ca4|G15_SPIN_CLOCKWISE|LOW|DOUBLE|G15_SPIN_CLOCKWISE:LOW:DOUBLE~ANTICIPATION:0:1:-5:1:0:32:31:2:-1:2~PRIMARY:2:6:-2:0:0:31:31:5:1:2~CONTACT:2:3:-1:1:1:32:32:2:-1:2~DEBRIS:2:0:-1:1:0:33:30:1:1:2~RESIDUAL:2:4:5:1:1:33:33:2:1:2~FINISHER_RING:2:7:2:1:0:32:31:2:-1:2~FINISHER_ECHO:1:7:4:0:0:31:31:2:-1:2~WARRIOR_ACCENT:2:7:-1:1:1:32:31:3:-1:2|ANTICIPATION,0,1,-32,1.08,0.01,0.005000001,0.96349996,0.9165,12.0,-1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,2,6,-12,0.96000004,-0.01,0.005000001,0.9165,0.9165,27.0,1.0,1.0,,2,2,TARGET;CONTACT,2,3,-10,0.96000004,0.01,0.018520001,0.96349996,0.96349996,12.24,-1.0,0.96000004,,2,4,TARGET;DEBRIS,2,0,-10,0.92,0.02,-0.0065199994,0.9869999,0.893,5.76,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,2,4,30,1.08,0.02,0.02948,0.9869999,0.9869999,11.76,1.0,0.92,,2,1,GROUND;FINISHER_RING,2,7,16,0.96000004,0.01,0.009520001,0.96349996,0.94,12.24,-1.0,1.0,,2,6,ORBIT;FINISHER_ECHO,1,7,28,1.0,0.0,0.009520001,0.94,0.94,9.24,-1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,2,7,-8,1.0,0.01,0.01148,0.96349996,0.94,14.76,-1.0,1.04,,2,3,TARGET|WIND|48,52|240,680|240,680|240:0:48;680:1:52|2131034457|2131034457,2131034458|2131034330|2131034534,2131034534,2131034534|2131034535,2131034535,2131034535|||||4|3|3|1
ranger_t05_c02|RANGER|25|1|유성 화살비|AUTHORED_CLASS:RANGER:FOCUS|VOLLEY|TOP_TO_BOTTOM|POINT|FOCUS|1|0|ranger:c2:b2|ranger:c2:b2|2|v2:4d3a4e112e9c74ce|G18_VOLLEY_TOP_TO_BOTTOM|LOW|COMBO|G18_VOLLEY_TOP_TO_BOTTOM:LOW:COMBO~ANTICIPATION:2:6:-1:0:-2:32:31:-1:1:2~PRIMARY:1:7:0:-2:-1:30:31:-1:-1:3~CONTACT:2:2:2:-1:-1:30:31:-1:1:2~DEBRIS:0:4:2:0:0:33:33:-2:1:2~RESIDUAL:2:7:5:0:-1:32:31:-1:-1:3~FINISHER_RING:0:5:1:1:-2:33:30:0:-1:3~FINISHER_ECHO:1:1:1:-1:-1:30:31:-3:-1:3~WARRIOR_ACCENT:1:0:-5:0:-2:33:30:-3:1:2|ANTICIPATION,2,6,-8,0.96000004,-0.0040000007,-0.031,0.96349996,0.9165,-7.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,1,7,-2,0.96000004,-0.034,-0.022,0.893,0.94,-7.0,-1.0,1.0,,3,2,TARGET;CONTACT,2,2,17,1.08,-0.029520001,-0.01496,0.893,0.94,-4.76,1.0,0.92,,2,4,TARGET;DEBRIS,0,4,13,0.96000004,0.00852,-4.0000305E-5,0.9869999,0.9869999,-8.74,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,2,7,30,1.04,-0.0014800001,-0.01804,0.96349996,0.94,-5.74,-1.0,1.04,,3,1,GROUND;FINISHER_RING,0,5,6,1.0,0.010479999,-0.032959998,0.9869999,0.893,-1.7600002,-1.0,1.0,,3,6,ORBIT;FINISHER_ECHO,1,1,6,0.92,-0.029520001,-0.02396,0.893,0.9165,-13.76,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,1,0,-30,0.96000004,0.00852,-0.03604,0.9869999,0.893,-14.74,1.0,0.96000004,,2,3,TARGET|COSMIC|28,32,40|180,430,720|180,430,720|180:0:28;430:1:32;720:2:40|2131034451|2131034451,2131034452|2131034186|2131034187,2131034187,2131034187|2131034188,2131034188,2131034188|2131034186||||5|4|3|1
ranger_t06_c04|RANGER|30|3|곰발톱 강타|AUTHORED_CLASS:RANGER:RUPTURE|DESCEND|TOP_TO_BOTTOM|FRACTURE|RUPTURE|1|1|ranger:c4:b2|ranger:c4:b2|2|v2:7da32622b4a32a2|G09_DESCEND_TOP_TO_BOTTOM|LOW|COMBO|G09_DESCEND_TOP_TO_BOTTOM:LOW:COMBO~ANTICIPATION:1:0:-1:0:-2:31:30:2:1:2~PRIMARY:0:7:0:1:-1:32:31:1:-1:3~CONTACT:0:2:0:1:-1:32:31:3:1:2~DEBRIS:1:6:3:0:-1:31:31:2:1:2~RESIDUAL:1:4:6:1:0:33:33:0:1:2~FINISHER_RING:2:4:5:-1:0:30:33:2:1:2~FINISHER_ECHO:0:3:4:1:0:33:32:1:-1:3~WARRIOR_ACCENT:2:2:-7:0:-1:31:31:0:1:2|ANTICIPATION,1,0,-6,0.92,0.008,-0.042,0.94,0.893,12.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,0,7,2,1.08,0.018,-0.024,0.96349996,0.94,6.0,-1.0,0.92,,3,2,TARGET;CONTACT,0,2,-5,0.96000004,0.01544,-0.01632,0.96349996,0.94,13.08,1.0,1.0,,2,4,TARGET;DEBRIS,1,6,20,1.0,-0.0034399997,-0.02868,0.9165,0.9165,7.92,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,1,4,40,1.0,0.02656,-0.0016800016,0.9869999,0.9869999,1.9200001,1.0,1.0,,2,1,GROUND;FINISHER_RING,2,4,30,1.04,-0.014559999,0.0016799998,0.893,0.9869999,10.08,1.0,1.04,,2,6,ORBIT;FINISHER_ECHO,0,3,26,1.04,0.02544,-0.00732,0.9869999,0.96349996,7.08,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,2,2,-42,0.96000004,-0.0034399997,-0.01968,0.9165,0.94,-1.0799999,1.0,1.0,,2,3,TARGET|EARTH|28,32,40|140,420,780|140,420,780|140:0:28;420:1:32;780:2:40|2131034434|2131034433,2131034434|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|2131034325||||5|4|3|1
ranger_t07_c01|RANGER|35|0|철갑 관통|AUTHORED_CLASS:RANGER:CROSS|PIERCE|OUTSIDE_IN|POINT|CROSS|1|2|ranger:c1:b2|ranger:c1:b2|2|v2:cb42a6e00e309241|G13_PIERCE_OUTSIDE_IN|LOW|SINGLE|G13_PIERCE_OUTSIDE_IN:LOW:SINGLE~ANTICIPATION:2:4:-7:-1:0:31:33:-1:1:1~PRIMARY:2:0:-1:-1:-1:31:30:-1:1:1~CONTACT:1:6:-1:0:-1:32:31:1:1:1~DEBRIS:1:7:-2:-1:0:31:31:0:-1:1~RESIDUAL:0:2:1:-1:0:31:31:-2:1:1~FINISHER_RING:2:7:5:-1:0:31:31:-2:-1:1~FINISHER_ECHO:2:4:3:-1:1:31:33:-1:1:1~WARRIOR_ACCENT:1:3:-2:-2:0:30:32:-2:-1:1|ANTICIPATION,2,4,-45,1.08,-0.022,0.009999999,0.94,0.9869999,-6.0,1.0,0.92,,1,0,LEADING_EDGE;PRIMARY,2,0,-10,0.96000004,-0.022,-0.026,0.94,0.893,-6.0,1.0,0.96000004,,1,2,TARGET;CONTACT,1,6,-7,1.0,-0.0049600005,-0.01444,0.96349996,0.9165,6.96,1.0,1.0,,1,4,TARGET;DEBRIS,1,7,-13,1.0,-0.02804,-0.00656,0.9165,0.94,0.53999996,-1.0,1.04,,1,5,TRAILING_EDGE;RESIDUAL,0,2,8,0.92,-0.02804,-0.00656,0.9165,0.94,-8.46,1.0,0.92,,1,1,GROUND;FINISHER_RING,2,7,30,0.96000004,-0.01496,-0.0054400004,0.94,0.94,-11.04,-1.0,0.96000004,,1,6,ORBIT;FINISHER_ECHO,2,4,18,1.0,-0.01496,0.012559999,0.94,0.9869999,-5.04,1.0,1.04,,1,7,ORBIT;WARRIOR_ACCENT,1,3,-14,1.0,-0.038039997,0.0024399995,0.893,0.96349996,-11.46,-1.0,1.0,,1,3,TARGET|PHYSICAL|100|500|500|500:0:100|2131034446|2131034445,2131034446|2131034569|2131034570,2131034570,2131034570|2131034571,2131034571,2131034571|2131034569||||5|4|3|1
