class,seed_index,hp,mp,str,con,dex,int,wis,cha
MAGE,6499,4332,7111,11,87,14,321,9,86
MAGE,6500,3812,6889,15,78,8,314,13,94
MAGE,6501,4571,6678,11,94,12,76,243,87
MAGE,6502,917,7250,80,8,84,9,323,14
MAGE,6503,1146,7205,77,10,92,13,318,10
MAGE,6504,3836,6754,13,80,6,311,9,87
MAGE,6505,4861,7144,17,97,14,326,9,77
MAGE,6506,4463,7128,11,91,10,90,243,86
MAGE,6507,3883,6878,7,82,8,93,235,86
MAGE,6508,3504,6961,11,77,8,86,239,88
MAGE,6509,1603,7049,79,13,89,236,91,13
MAGE,6510,1832,6966,78,15,98,232,89,11
MAGE,6511,1374,6902,104,11,75,238,78,15
MAGE,6512,3648,7136,13,76,6,97,239,88
MAGE,6513,1146,7233,74,10,95,7,322,4
MAGE,6514,3930,6648,11,80,12,91,235,78
MAGE,6515,1374,6809,77,11,94,232,82,13
MAGE,6516,916,7243,78,6,100,15,313,14
MAGE,6517,1374,7185,84,11,83,238,92,9
MAGE,6518,4593,6656,13,89,10,306,9,97
MAGE,6519,1146,6994,93,10,94,7,310,12
MAGE,6520,1376,7145,95,14,86,11,312,6
MAGE,6521,4082,7050,15,85,10,317,13,86
MAGE,6522,1832,6860,80,15,102,238,77,9
MAGE,6523,4153,6506,5,91,16,292,11,99
MAGE,6524,1144,7243,92,7,81,240,88,15
MAGE,6525,4061,7380,15,88,6,95,243,80
MAGE,6526,1603,7001,83,13,77,242,87,13
MAGE,6527,3975,6940,7,87,10,88,239,86
MAGE,6528,3634,7132,15,66,14,331,9,83
MAGE,6529,3756,7141,9,76,8,310,17,108
MAGE,6530,3910,7329,11,78,8,332,13,80
MAGE,6531,4237,6753,13,91,16,84,237,86
MAGE,6532,3960,6939,13,84,10,90,243,79
MAGE,6533,3660,6881,13,80,14,88,237,87
MAGE,6534,4049,6802,7,87,10,83,237,95
MAGE,6535,1374,6969,83,11,82,234,90,11
MAGE,6536,3942,6938,7,86,8,83,241,86
MAGE,6537,4189,7078,17,89,8,98,239,72
MAGE,6538,917,7104,85,8,93,11,309,12
MAGE,6539,1146,6958,92,10,86,7,313,4
MAGE,6540,1375,7315,94,12,75,11,324,10
MAGE,6541,917,7146,94,8,77,11,312,10
MAGE,6542,1373,7414,71,9,94,240,98,13
MAGE,6543,3467,7457,11,78,12,93,245,90
MAGE,6544,4541,6986,15,91,14,311,11,94
MAGE,6545,3530,6969,9,70,10,82,245,99
MAGE,6546,3995,6940,13,83,8,313,13,92
MAGE,6547,1376,7172,105,14,68,11,312,12
MAGE,6548,4357,7161,13,92,12,100,239,69
MAGE,6549,1146,7018,82,10,94,9,311,10
MAGE,6550,4186,6970,13,94,16,80,243,79
MAGE,6551,1603,7198,79,13,88,238,90,7
MAGE,6552,4118,6778,13,82,12,82,239,95
MAGE,6553,1373,7213,86,9,91,238,88,9
MAGE,6554,1146,6860,81,10,98,13,304,8
MAGE,6555,1603,7255,90,13,92,242,85,9
MAGE,6556,1146,6944,86,10,79,5,316,10
MAGE,6557,4401,6994,11,89,8,323,11,76
MAGE,6558,1832,7170,89,15,87,240,81,9
MAGE,6559,3827,6739,13,79,12,312,9,91
MAGE,6560,1603,7065,87,13,81,238,85,15
MAGE,6561,1374,7359,88,11,81,242,96,13
MAGE,6562,3816,7261,11,76,12,100,241,75
MAGE,6563,4370,6601,7,87,14,308,7,85
MAGE,6564,3671,7273,9,89,10,100,239,62
MAGE,6565,4483,7071,9,90,6,321,9,81
MAGE,6566,687,6807,91,4,85,9,307,12
MAGE,6567,4700,6827,7,100,10,80,241,75
MAGE,6568,916,7268,95,6,84,15,312,14
MAGE,6569,4770,6988,11,94,10,308,13,90
MAGE,6570,1146,7337,88,10,83,13,318,10
MAGE,6571,4523,6563,13,100,10,75,235,76
MAGE,6572,1146,7140,83,10,97,15,307,12
MAGE,6573,4102,6630,11,90,6,77,235,94
MAGE,6574,1373,7320,95,9,72,240,92,11
MAGE,6575,916,6887,82,6,92,7,309,6
MAGE,6576,3959,7255,11,87,16,98,239,76
MAGE,6577,3590,7251,11,82,12,90,241,85
MAGE,6578,1144,6781,82,7,107,240,70,15
MAGE,6579,1373,7142,82,9,80,238,93,5
MAGE,6580,1144,7092,74,7,100,240,85,11
MAGE,6581,915,7067,83,5,91,232,87,9
MAGE,6582,4298,6715,13,79,8,323,5,86
MAGE,6583,5187,6885,13,98,12,320,9,78
MAGE,6584,4272,7067,13,87,6,322,7,81
MAGE,6585,687,7276,91,4,81,13,315,14
MAGE,6586,4122,6970,7,78,14,321,9,93
MAGE,6587,4347,6811,13,93,14,304,11,91
MAGE,6588,4568,6712,13,94,12,310,11,80
MAGE,6589,4485,6574,11,96,12,70,235,91
MAGE,6590,4378,6925,9,94,10,82,241,83
MAGE,6591,3512,6934,9,76,12,94,237,85
MAGE,6592,4155,6905,9,79,8,329,5,84
MAGE,6593,3895,7527,9,84,6,95,243,88
MAGE,6594,1832,7234,92,15,91,244,80,9
MAGE,6595,4208,6894,11,87,12,92,237,76
MAGE,6596,1146,6590,95,10,79,7,303,10
MAGE,6597,4098,6934,5,85,10,88,239,84
MAGE,6598,1603,6923,100,13,84,238,73,9
MAGE,6599,917,7011,96,8,85,11,310,14
MAGE,6600,1603,7168,77,13,87,236,95,9
MAGE,6601,4947,6801,11,99,14,306,13,91
MAGE,6602,1146,7389,93,10,79,13,319,12
MAGE,6603,1146,7221,88,10,96,17,305,10
MAGE,6604,1374,6562,97,11,88,238,70,13
MAGE,6605,917,6743,89,8,92,11,300,6
MAGE,6606,4659,6831,11,95,12,311,13,82
MAGE,6607,1603,7174,93,13,74,236,90,9
MAGE,6608,917,7175,84,8,84,13,315,8
MAGE,6609,4730,6886,5,93,12,311,11,86
MAGE,6610,4041,6921,15,82,12,307,17,91
MAGE,6611,3911,7272,15,80,12,322,15,82
MAGE,6612,916,7250,88,6,89,15,310,10
MAGE,6613,1146,7516,74,10,99,15,316,8
MAGE,6614,1603,7365,86,13,82,236,95,13
MAGE,6615,915,7053,83,5,98,236,82,11
MAGE,6616,1374,7178,97,11,81,236,91,9
MAGE,6617,3401,6974,11,76,8,90,239,87
MAGE,6618,1146,7202,85,10,90,11,314,10
MAGE,6619,916,7160,88,6,87,15,312,10
MAGE,6620,1374,6853,83,11,91,238,81,13
MAGE,6621,4403,7079,13,86,12,323,13,79
MAGE,6622,4221,6909,13,83,14,314,11,89
MAGE,6623,4137,6739,13,80,10,309,9,97
MAGE,6624,1144,6645,86,7,89,234,80,13
MAGE,6625,3503,6663,13,69,12,310,7,101
MAGE,6626,916,7405,104,6,70,11,317,14
MAGE,6627,3652,7470,9,70,12,335,15,77
MAGE,6628,917,7378,83,8,84,11,322,10
MAGE,6629,4541,6500,9,99,8,73,233,87
MAGE,6630,916,7248,75,6,95,11,317,6
MAGE,6631,917,7336,93,8,77,11,321,8
MAGE,6632,916,7507,81,6,81,11,329,10
MAGE,6633,917,7075,93,8,86,11,310,12
MAGE,6634,3806,7285,7,82,10,99,241,72
MAGE,6635,4299,6928,9,91,6,80,241,90
MAGE,6636,3950,7048,13,88,8,88,241,83
MAGE,6637,1832,7470,83,15,88,244,86,17
MAGE,6638,1374,7365,81,11,85,240,97,9
MAGE,6639,1373,7287,79,9,81,234,101,17
MAGE,6640,4032,6837,7,92,10,83,237,86
MAGE,6641,917,6905,87,8,87,7,313,14
MAGE,6642,3887,6807,15,80,6,91,237,82
MAGE,6643,1144,6952,87,7,84,236,88,5
MAGE,6644,1146,6714,87,10,82,5,314,6
MAGE,6645,1374,7190,81,11,95,240,83,11
MAGE,6646,4628,6596,13,94,10,305,9,83
MAGE,6647,4348,7140,5,93,12,89,243,83
MAGE,6648,4271,6644,9,82,8,308,11,96
MAGE,6649,1146,6859,94,10,85,5,312,16
MAGE,6650,1373,7172,90,9,92,242,83,5
MAGE,6651,5524,6248,13,105,4,308,7,77
MAGE,6652,1374,7025,90,11,95,240,80,7
MAGE,6653,4404,6786,5,99,8,90,235,70
MAGE,6654,4003,7238,13,86,8,89,243,90
MAGE,6655,1373,7074,78,9,90,242,83,11
MAGE,6656,4656,6613,17,93,14,308,7,91
MAGE,6657,4695,7186,7,92,12,324,15,70
MAGE,6658,1603,7081,87,13,87,236,89,15
MAGE,6659,1374,6760,89,11,87,238,73,5
MAGE,6660,1374,7511,86,11,81,242,96,11
MAGE,6661,1144,6979,95,7,81,238,81,7
MAGE,6662,4055,6583,9,86,12,311,9,85
MAGE,6663,1374,7134,89,11,79,240,87,9
MAGE,6664,1374,7304,83,11,91,244,85,9
MAGE,6665,1374,7231,89,11,85,240,87,11
MAGE,6666,917,7098,96,8,77,11,310,10
MAGE,6667,1146,6928,101,10,81,11,311,6
MAGE,6668,1146,7178,86,10,78,9,323,8
MAGE,6669,1375,7023,80,12,98,11,311,4
MAGE,6670,1374,7263,83,11,84,236,96,9
MAGE,6671,3962,7023,9,83,6,321,9,78
MAGE,6672,1146,7149,75,10,99,9,319,12
MAGE,6673,1833,7086,96,17,79,242,82,13
MAGE,6674,4300,7161,9,83,14,323,13,80
MAGE,6675,916,7338,89,6,90,13,314,10
MAGE,6676,3849,7172,9,83,14,85,243,89
MAGE,6677,1375,6999,100,12,86,13,303,8
MAGE,6678,3876,7186,13,81,12,96,239,82
MAGE,6679,1373,6886,81,9,98,234,80,9
MAGE,6680,1603,7120,94,13,84,238,87,9
MAGE,6681,4141,7257,11,89,10,90,243,82
MAGE,6682,1146,6807,89,10,83,5,305,10
MAGE,6683,1374,7365,87,11,81,240,95,11
MAGE,6684,1375,6886,86,12,91,11,306,8
MAGE,6685,3538,6785,9,69,12,312,11,99
MAGE,6686,1603,7506,81,13,86,242,94,11
MAGE,6687,4038,6749,13,83,12,320,9,81
MAGE,6688,1146,7127,86,10,92,13,311,8
MAGE,6689,1144,6863,89,7,96,234,78,13
MAGE,6690,1146,6998,95,10,87,9,315,16
MAGE,6691,916,7400,78,6,88,13,319,10
MAGE,6692,1375,6542,100,12,94,9,287,12
MAGE,6693,916,7488,82,6,72,13,327,8
MAGE,6694,1144,7365,80,7,90,242,91,13
MAGE,6695,1373,6989,87,9,82,238,80,9
MAGE,6696,1373,7274,81,9,85,240,91,11
MAGE,6697,916,6908,88,6,81,9,312,6
MAGE,6698,4484,7098,13,85,8,314,15,89
MAGE,6699,3708,6978,11,72,8,94,239,99
MAGE,6700,1146,7222,96,10,74,11,315,14
MAGE,6701,3828,6875,11,87,10,80,237,88
MAGE,6702,1603,7377,79,13,87,236,93,13
MAGE,6703,1146,7110,76,10,102,11,313,12
MAGE,6704,3924,7203,11,88,14,95,237,78
MAGE,6705,3870,6656,11,81,14,80,239,100
MAGE,6706,1374,6994,80,11,89,236,86,11
MAGE,6707,1144,7269,84,7,88,238,87,15
MAGE,6708,1832,7394,92,15,82,238,97,15
MAGE,6709,1833,6994,91,17,87,234,87,7
MAGE,6710,3688,7043,9,75,8,325,7,88
MAGE,6711,4501,6584,13,87,10,314,7,83
MAGE,6712,4579,6857,13,92,10,305,11,89
MAGE,6713,4397,7216,7,85,8,325,15,74
MAGE,6714,916,6887,100,6,76,9,307,12
MAGE,6715,4717,7349,13,90,12,329,13,75
MAGE,6716,4355,7045,7,89,10,319,15,78
MAGE,6717,3463,6795,11,73,8,84,237,98
MAGE,6718,4019,6839,9,84,10,89,241,86
MAGE,6719,4269,7092,13,87,14,94,239,76
MAGE,6720,4705,7019,11,95,12,317,11,76
MAGE,6721,915,7125,91,5,68,240,94,17
MAGE,6722,3704,7063,13,84,6,94,237,79
MAGE,6723,1374,6895,98,11,78,238,79,9
MAGE,6724,4542,6781,15,99,8,305,13,84
MAGE,6725,1603,7175,95,13,91,238,81,5
MAGE,6726,3033,6616,7,78,4,77,235,96
MAGE,6727,4833,6853,9,99,12,315,5,78
MAGE,6728,3828,6828,13,80,8,88,239,85
MAGE,6729,4729,6784,9,100,10,315,7,67
MAGE,6730,917,7053,78,8,91,7,318,10
MAGE,6731,1146,7029,77,10,91,9,311,8
MAGE,6732,1373,7188,83,9,89,238,85,11
MAGE,6733,1146,7519,85,10,81,15,319,10
MAGE,6734,4821,6997,7,88,10,313,11,95
MAGE,6735,1374,7139,72,11,95,240,88,7
MAGE,6736,1146,7219,84,10,88,11,317,6
MAGE,6737,917,7473,89,8,76,15,326,8
MAGE,6738,1376,7080,80,14,90,13,307,8
MAGE,6739,3805,6854,7,83,10,310,9,95
MAGE,6740,916,6978,87,6,81,11,311,12
MAGE,6741,916,7263,83,6,81,13,317,12
MAGE,6742,1603,7467,86,13,71,238,102,9
MAGE,6743,1833,7486,89,17,80,240,92,11
MAGE,6744,1373,7107,80,9,78,232,99,13
MAGE,6745,1603,6881,85,13,88,238,80,13
MAGE,6746,3432,7123,7,71,12,317,13,98
MAGE,6747,1605,7223,93,16,75,17,311,8
MAGE,6748,1603,6783,87,13,89,236,77,9
MAGE,6749,4094,7157,9,79,8,322,13,91
MAGE,6750,3611,7526,13,76,12,335,13,79
MAGE,6751,3698,6664,13,76,8,311,9,97
MAGE,6752,1373,6950,86,9,84,236,85,15
MAGE,6753,1375,7414,82,12,70,11,329,8
MAGE,6754,4454,6811,17,90,12,302,13,90
MAGE,6755,4870,6895,11,96,12,307,15,85
MAGE,6756,917,7416,74,8,91,15,322,10
MAGE,6757,1376,7427,89,14,85,11,315,12
MAGE,6758,4461,6898,11,95,14,313,11,78
MAGE,6759,1373,6825,91,9,86,236,80,11
MAGE,6760,3927,6858,11,78,10,316,11,88
MAGE,6761,1374,6872,86,11,92,236,77,13
MAGE,6762,3949,6990,13,83,12,86,243,78
MAGE,6763,917,6993,76,8,92,7,317,8
MAGE,6764,1144,6978,92,7,94,238,79,11
MAGE,6765,1373,7131,88,9,89,236,84,11
MAGE,6766,1374,7009,88,11,79,232,94,7
MAGE,6767,1603,6886,90,13,90,238,79,13
MAGE,6768,4017,6887,15,83,8,90,237,92
MAGE,6769,1375,6943,82,12,99,11,306,10
MAGE,6770,3660,7036,9,83,10,94,235,88
MAGE,6771,1374,6870,92,11,99,238,76,9
MAGE,6772,3899,6924,13,80,8,85,237,100
MAGE,6773,1603,7053,95,13,74,238,82,11
MAGE,6774,4126,6910,11,83,8,314,11,85
MAGE,6775,4264,6825,9,89,10,82,237,90
MAGE,6776,4225,6944,7,81,6,319,11,82
MAGE,6777,917,7415,81,8,83,13,321,10
MAGE,6778,3599,7028,15,84,12,89,237,86
MAGE,6779,1375,7066,86,12,83,9,318,8
MAGE,6780,1144,6905,85,7,91,236,77,7
MAGE,6781,4604,6791,15,94,12,309,11,79
MAGE,6782,3875,7017,9,88,6,86,241,85
MAGE,6783,1603,6867,101,13,86,232,82,9
MAGE,6784,4815,6715,15,98,6,310,9,70
MAGE,6785,4072,6795,5,77,12,313,9,96
MAGE,6786,4176,7123,5,87,6,88,243,88
MAGE,6787,4273,6768,13,88,10,87,233,88
MAGE,6788,1373,6881,86,9,94,240,69,11
MAGE,6789,1374,7094,82,11,95,240,82,11
MAGE,6790,4071,7140,11,85,10,323,11,86
MAGE,6791,3978,6978,7,89,12,87,241,77
MAGE,6792,3745,7108,7,83,4,90,241,90
MAGE,6793,1375,7179,84,12,96,13,307,8
MAGE,6794,917,7147,90,8,83,13,310,12
MAGE,6795,1375,7696,78,12,83,17,324,8
MAGE,6796,4090,6927,11,79,10,315,7,94
MAGE,6797,5026,7169,7,102,14,323,9,65
MAGE,6798,4720,7001,9,95,16,87,239,79
MAGE,6799,4616,6746,17,85,14,312,11,93
MAGE,6800,917,7020,86,8,86,11,313,6
MAGE,6801,1832,7024,88,15,86,240,81,11
MAGE,6802,917,6937,83,8,100,11,306,8
MAGE,6803,4515,6861,13,94,8,310,13,84
MAGE,6804,4523,6755,13,91,6,309,13,82
MAGE,6805,1146,7011,97,10,91,11,307,12
MAGE,6806,3674,7289,11,78,4,94,239,89
MAGE,6807,1374,7074,82,11,103,244,72,13
MAGE,6808,1144,7158,82,7,91,240,88,7
MAGE,6809,3527,6932,13,78,6,83,239,92
MAGE,6810,4568,6572,13,94,14,307,7,85
MAGE,6811,4280,7378,7,80,12,103,241,78
MAGE,6812,916,6825,94,6,84,7,313,12
MAGE,6813,1144,7042,82,7,91,242,80,13
MAGE,6814,1375,7228,97,12,85,15,307,10
MAGE,6815,4544,6587,15,93,8,303,9,94
MAGE,6816,1376,6863,84,14,97,9,310,6
MAGE,6817,1374,7085,87,11,98,242,74,11
MAGE,6818,4724,6967,11,99,10,307,13,78
MAGE,6819,4282,7091,7,78,6,331,11,85
MAGE,6820,917,7337,85,8,79,11,313,14
MAGE,6821,1146,6647,90,10,92,9,297,10
MAGE,6822,915,6982,97,5,82,238,78,7
MAGE,6823,1373,7229,90,9,88,236,91,11
MAGE,6824,915,7347,85,5,83,242,87,9
MAGE,6825,4267,6806,11,97,8,84,237,74
MAGE,6826,4469,6865,7,90,10,84,237,87
MAGE,6827,4272,6922,11,93,4,91,237,81
MAGE,6828,1374,7371,84,11,86,240,87,7
MAGE,6829,1373,6991,80,9,87,236,84,13
MAGE,6830,4003,7216,13,79,12,324,15,79
MAGE,6831,4763,7050,15,96,12,313,15,83
MAGE,6832,1146,7103,94,10,81,9,312,16
MAGE,6833,1374,7704,90,11,88,244,95,13
MAGE,6834,1374,7037,87,11,94,234,82,15
MAGE,6835,1374,7023,83,11,98,240,82,13
MAGE,6836,1144,7127,71,7,105,240,83,13
MAGE,6837,1603,6731,87,13,99,238,75,9
MAGE,6838,4021,7173,9,81,10,316,13,95
MAGE,6839,4024,7131,9,87,10,313,13,88
MAGE,6840,4544,6874,9,88,8,319,9,83
MAGE,6841,4750,6570,11,97,8,308,5,81
MAGE,6842,917,7305,70,8,93,9,322,10
MAGE,6843,1375,7273,73,12,101,11,317,14
MAGE,6844,1374,7144,87,11,87,242,83,9
MAGE,6845,4412,7084,13,92,12,83,245,86
MAGE,6846,3493,7273,5,79,10,100,239,80
MAGE,6847,4152,6959,7,91,12,88,235,84
MAGE,6848,4492,7148,13,82,12,314,15,102
MAGE,6849,1603,6983,83,13,95,238,79,13
MAGE,6850,4004,6798,11,81,14,89,237,85
MAGE,6851,4303,6873,9,92,4,81,237,88
MAGE,6852,1144,6965,96,7,87,238,78,7
MAGE,6853,1374,7002,91,11,92,238,78,9
MAGE,6854,3832,7048,11,84,14,90,241,75
MAGE,6855,4751,6826,13,93,10,309,11,84
MAGE,6856,3986,7013,9,84,8,95,237,80
MAGE,6857,5015,6695,9,98,8,310,11,80
MAGE,6858,917,7229,79,8,93,11,321,10
MAGE,6859,1146,7000,83,10,93,11,313,14
MAGE,6860,4546,6680,7,89,10,306,9,97
MAGE,6861,4325,6946,9,85,10,322,11,83
MAGE,6862,1146,7304,82,10,96,11,317,12
MAGE,6863,2997,7423,11,67,6,96,243,100
MAGE,6864,4911,6895,11,97,14,308,13,95
MAGE,6865,4353,7103,11,83,14,323,11,84
MAGE,6866,4006,7260,15,91,16,92,241,74
MAGE,6867,3964,6991,13,80,10,85,243,86
MAGE,6868,4131,7010,13,80,6,319,11,85
MAGE,6869,1376,7169,94,14,79,13,316,10
MAGE,6870,1374,6996,76,11,83,236,94,9
MAGE,6871,1832,7157,79,15,79,234,99,13
MAGE,6872,1603,7277,89,13,91,242,83,5
MAGE,6873,1833,7000,100,17,86,238,81,13
MAGE,6874,4065,6727,9,81,10,305,9,96
MAGE,6875,4348,6613,11,84,12,308,11,90
MAGE,6876,1375,7115,80,12,88,11,317,10
MAGE,6877,4211,7202,11,86,6,320,17,72
MAGE,6878,4272,6955,15,85,6,321,15,70
MAGE,6879,4266,6840,11,84,12,318,11,76
MAGE,6880,1603,7014,92,13,70,232,93,7
MAGE,6881,1375,6924,94,12,92,11,303,12
MAGE,6882,4283,6683,9,81,6,312,7,105
MAGE,6883,1605,7258,93,16,81,13,311,10
MAGE,6884,4493,7030,13,90,8,320,13,72
MAGE,6885,917,6789,93,8,84,9,304,10
MAGE,6886,4834,7101,9,93,10,320,13,79
MAGE,6887,1603,6873,86,13,100,236,77,15
MAGE,6888,4470,6951,15,90,8,318,11,80
MAGE,6889,1374,7045,92,11,82,240,85,9
MAGE,6890,3200,7281,5,71,4,98,239,88
MAGE,6891,4715,7050,11,93,14,320,9,77
MAGE,6892,3751,7463,11,77,6,100,243,86
MAGE,6893,4422,6543,9,81,16,308,7,107
MAGE,6894,3126,7216,9,68,14,100,241,91
MAGE,6895,3698,7118,15,73,8,318,17,99
MAGE,6896,1374,7054,82,11,78,236,87,13
MAGE,6897,1374,7292,86,11,81,238,98,7
MAGE,6898,4138,7159,9,83,10,318,15,95
MAGE,6899,4157,6964,13,83,6,314,13,87
MAGE,6900,4160,6937,7,86,10,312,11,88
MAGE,6901,4828,6714,15,97,10,301,15,90
MAGE,6902,4434,6819,13,91,10,314,9,85
MAGE,6903,3649,7246,9,80,10,96,241,73
MAGE,6904,4018,7042,11,86,8,313,11,89
MAGE,6905,917,7369,98,8,69,9,320,10
MAGE,6906,4120,7053,11,86,6,81,243,92
MAGE,6907,1146,6877,83,10,88,11,310,10
MAGE,6908,4746,7015,17,96,10,92,237,77
MAGE,6909,915,7459,81,5,91,242,93,11
MAGE,6910,3589,6913,11,79,8,89,237,83
MAGE,6911,1374,7175,94,11,89,240,84,11
MAGE,6912,3951,6998,7,83,8,313,15,88
MAGE,6913,4217,7069,15,86,8,313,13,89
MAGE,6914,4320,6820,11,101,8,88,235,70
MAGE,6915,4325,7149,7,90,10,94,239,79
MAGE,6916,4566,6982,11,100,6,88,241,73
MAGE,6917,3970,6897,9,82,8,93,233,84
MAGE,6918,1374,6912,92,11,96,240,73,15
MAGE,6919,3326,7201,13,74,12,93,241,86
MAGE,6920,3558,7088,11,83,10,91,237,77
MAGE,6921,1375,7024,77,12,91,7,317,12
MAGE,6922,1146,7164,85,10,76,9,318,8
MAGE,6923,1605,6884,103,16,89,9,301,16
MAGE,6924,1146,7181,91,10,83,13,313,10
MAGE,6925,1832,7405,80,15,83,244,94,11
MAGE,6926,3865,6767,9,87,10,80,237,92
MAGE,6927,1832,7167,88,15,85,238,88,11
MAGE,6928,4566,6879,13,83,12,315,11,98
MAGE,6929,1375,7455,88,12,88,13,317,14
MAGE,6930,4180,6967,15,91,6,90,237,84
MAGE,6931,1375,7017,88,12,89,11,306,12
MAGE,6932,4126,6548,5,88,10,71,239,102
MAGE,6933,1374,7213,88,11,86,236,87,9
MAGE,6934,1603,7639,80,13,80,240,99,7
MAGE,6935,3807,6770,7,81,8,83,239,91
MAGE,6936,1603,7002,98,13,75,238,86,11
MAGE,6937,3782,6883,9,80,8,87,237,92
MAGE,6938,4712,6417,13,96,8,303,7,83
MAGE,6939,4789,6677,11,103,12,76,237,78
MAGE,6940,4578,6670,13,89,12,310,5,87
MAGE,6941,917,7460,75,8,84,13,322,6
MAGE,6942,1376,7128,73,14,99,11,311,16
MAGE,6943,3969,6969,11,78,10,313,15,93
MAGE,6944,3629,6995,11,76,8,87,241,98
MAGE,6945,1373,7149,84,9,92,236,91,15
MAGE,6946,4731,6953,9,97,14,310,11,85
MAGE,6947,4186,6771,13,79,10,318,9,95
MAGE,6948,4019,7209,11,78,12,331,9,77
MAGE,6949,4227,6814,13,81,12,315,9,96
MAGE,6950,916,7100,88,6,91,13,306,10
MAGE,6951,1832,7538,70,15,98,240,101,9
MAGE,6952,1603,7130,75,13,97,240,83,5
MAGE,6953,4233,6848,5,96,12,84,239,79
MAGE,6954,4705,6910,13,98,6,88,239,81
MAGE,6955,4041,6778,15,85,12,82,237,84
MAGE,6956,4154,7047,7,91,14,95,237,83
MAGE,6957,916,7235,82,6,80,11,323,10
MAGE,6958,4037,7154,11,86,12,315,15,83
MAGE,6959,5114,7146,11,99,12,317,15,78
MAGE,6960,3962,6981,5,84,12,95,239,72
MAGE,6961,1374,7403,87,11,77,236,97,9
MAGE,6962,4671,6888,9,91,16,314,11,83
MAGE,6963,4126,6750,7,79,6,86,239,96
MAGE,6964,4655,6439,9,94,14,302,7,82
MAGE,6965,1605,6813,94,16,81,7,310,6
MAGE,6966,4745,7206,5,90,16,319,15,85
MAGE,6967,917,7197,85,8,93,13,311,6
MAGE,6968,4740,6720,11,102,16,76,239,75
MAGE,6969,1375,6995,78,12,87,7,322,8
MAGE,6970,917,7110,87,8,96,15,308,10
MAGE,6971,917,7118,71,8,83,7,323,10
MAGE,6972,1375,7252,84,12,88,13,315,8
MAGE,6973,1144,6972,96,7,77,236,80,15
MAGE,6974,1603,6512,101,13,88,234,70,11
MAGE,6975,4231,7148,17,97,10,96,235,70
MAGE,6976,3906,6896,13,85,10,312,11,79
MAGE,6977,1374,6977,93,11,79,236,85,11
MAGE,6978,4262,7233,15,90,10,96,239,79
MAGE,6979,4038,6742,7,86,12,84,235,95
MAGE,6980,917,6994,89,8,89,11,305,12
MAGE,6981,4590,6520,13,97,10,73,239,93
MAGE,6982,1373,7123,85,9,76,232,94,13
MAGE,6983,4175,7066,13,80,12,327,11,81
MAGE,6984,4029,6978,13,80,12,87,241,90
MAGE,6985,3815,7185,7,76,14,327,9,85
MAGE,6986,1375,7305,85,12,92,15,314,12
MAGE,6987,1375,7099,79,12,102,13,302,10
MAGE,6988,4973,7069,7,100,14,321,13,69
MAGE,6989,1144,7061,83,7,89,238,81,15
MAGE,6990,3454,7271,11,68,14,324,17,90
MAGE,6991,3855,7120,11,86,10,86,241,87
MAGE,6992,4316,6986,11,81,8,315,13,92
MAGE,6993,3595,6801,17,77,6,318,9,85
MAGE,6994,4425,6796,7,103,8,75,239,75
MAGE,6995,3713,6902,7,85,8,82,241,82
MAGE,6996,1375,7412,97,12,75,15,317,4
MAGE,6997,1603,7387,86,13,85,242,88,9
MAGE,6998,1603,7215,86,13,87,238,94,11
MAGE,6999,3449,7069,13,75,12,96,237,86
MAGE,7000,3625,6870,7,78,6,81,237,96
MAGE,7001,3988,6667,13,82,16,90,235,83
MAGE,7002,687,7337,95,4,79,13,315,12
MAGE,7003,917,7420,86,8,84,13,321,12
MAGE,7004,3865,6869,9,80,14,88,239,91
MAGE,7005,1375,6914,87,12,78,7,322,4
MAGE,7006,917,7473,72,8,77,11,328,4
MAGE,7007,4774,6620,9,100,8,301,9,85
MAGE,7008,1374,7348,98,11,68,244,91,11
MAGE,7009,1146,7042,91,10,86,11,310,10
MAGE,7010,3709,7143,9,76,8,326,11,90
MAGE,7011,1375,6872,75,12,107,11,301,8
MAGE,7012,4450,7075,15,79,12,328,11,93
MAGE,7013,4200,6838,7,88,8,304,11,100
MAGE,7014,1146,7223,92,10,76,13,319,6
MAGE,7015,1373,7252,83,9,86,234,92,9
MAGE,7016,3721,6834,7,74,10,320,7,86
MAGE,7017,1373,7201,92,9,80,238,89,13
MAGE,7018,3359,6736,15,71,14,82,237,96
MAGE,7019,4160,7075,9,84,6,313,13,91
MAGE,7020,4271,6636,15,97,12,67,241,91
MAGE,7021,917,6964,80,8,95,11,312,12
MAGE,7022,4684,7015,13,89,6,318,11,85
MAGE,7023,4392,6979,7,92,10,312,15,84
MAGE,7024,915,6926,86,5,95,238,80,11
MAGE,7025,1832,7140,85,15,90,240,86,7
MAGE,7026,4107,7091,11,83,6,312,15,97
MAGE,7027,3888,6811,11,89,12,295,11,102
MAGE,7028,4729,6898,11,98,10,307,15,87
MAGE,7029,4211,7264,11,81,10,323,11,90
MAGE,7030,917,7277,90,8,79,11,312,14
MAGE,7031,1375,7585,82,12,79,15,328,12
MAGE,7032,1375,6960,88,12,92,11,309,10
MAGE,7033,1375,7198,92,12,81,15,310,8
MAGE,7034,1373,7031,101,9,80,236,82,13
MAGE,7035,1374,7255,88,11,88,240,87,17
MAGE,7036,1603,7337,74,13,74,234,111,11
MAGE,7037,1832,6707,83,15,95,234,75,13
